,File,Class,X,Y,H,W,labels,is_rgb,images
2665,val_2665.JPEG,n02669723,17,0,51,63,60,1,data/tiny-imagenet-200/val/images/val_2665.JPEG
2666,val_2666.JPEG,n04356056,8,12,25,18,156,1,data/tiny-imagenet-200/val/images/val_2666.JPEG
2667,val_2667.JPEG,n04486054,0,0,63,63,165,1,data/tiny-imagenet-200/val/images/val_2667.JPEG
2668,val_2668.JPEG,n02058221,45,6,62,21,22,1,data/tiny-imagenet-200/val/images/val_2668.JPEG
2669,val_2669.JPEG,n02814860,44,0,63,63,71,1,data/tiny-imagenet-200/val/images/val_2669.JPEG
2670,val_2670.JPEG,n01944390,14,15,51,46,15,1,data/tiny-imagenet-200/val/images/val_2670.JPEG
2671,val_2671.JPEG,n04371430,17,24,36,38,158,1,data/tiny-imagenet-200/val/images/val_2671.JPEG
2672,val_2672.JPEG,n01641577,26,3,63,52,2,1,data/tiny-imagenet-200/val/images/val_2672.JPEG
2673,val_2673.JPEG,n02823428,5,0,63,63,73,1,data/tiny-imagenet-200/val/images/val_2673.JPEG
2674,val_2674.JPEG,n01774384,18,22,44,38,8,1,data/tiny-imagenet-200/val/images/val_2674.JPEG
2675,val_2675.JPEG,n07768694,10,13,27,29,189,1,data/tiny-imagenet-200/val/images/val_2675.JPEG
2676,val_2676.JPEG,n04596742,0,0,63,46,174,1,data/tiny-imagenet-200/val/images/val_2676.JPEG
2677,val_2677.JPEG,n02699494,1,1,63,52,61,1,data/tiny-imagenet-200/val/images/val_2677.JPEG
2678,val_2678.JPEG,n01770393,27,16,63,52,7,1,data/tiny-imagenet-200/val/images/val_2678.JPEG
2679,val_2679.JPEG,n07873807,19,23,61,51,191,1,data/tiny-imagenet-200/val/images/val_2679.JPEG
2680,val_2680.JPEG,n03930313,0,0,63,63,129,1,data/tiny-imagenet-200/val/images/val_2680.JPEG
2681,val_2681.JPEG,n02268443,0,0,63,63,43,1,data/tiny-imagenet-200/val/images/val_2681.JPEG
2682,val_2682.JPEG,n03250847,1,41,63,53,99,1,data/tiny-imagenet-200/val/images/val_2682.JPEG
2683,val_2683.JPEG,n02056570,0,9,63,63,21,1,data/tiny-imagenet-200/val/images/val_2683.JPEG
2684,val_2684.JPEG,n01984695,5,22,63,63,19,1,data/tiny-imagenet-200/val/images/val_2684.JPEG
2685,val_2685.JPEG,n03089624,0,0,63,63,93,1,data/tiny-imagenet-200/val/images/val_2685.JPEG
2686,val_2686.JPEG,n02917067,0,11,63,62,81,1,data/tiny-imagenet-200/val/images/val_2686.JPEG
2687,val_2687.JPEG,n03042490,0,26,43,55,91,1,data/tiny-imagenet-200/val/images/val_2687.JPEG
2688,val_2688.JPEG,n02410509,0,1,56,63,50,1,data/tiny-imagenet-200/val/images/val_2688.JPEG
2689,val_2689.JPEG,n02802426,15,0,29,2,68,1,data/tiny-imagenet-200/val/images/val_2689.JPEG
2690,val_2690.JPEG,n03930313,0,1,63,63,129,1,data/tiny-imagenet-200/val/images/val_2690.JPEG
2691,val_2691.JPEG,n04067472,24,38,30,43,139,0,data/tiny-imagenet-200/val/images/val_2691.JPEG
2692,val_2692.JPEG,n02791270,0,0,63,63,65,1,data/tiny-imagenet-200/val/images/val_2692.JPEG
2693,val_2693.JPEG,n04501370,0,0,63,63,167,1,data/tiny-imagenet-200/val/images/val_2693.JPEG
2694,val_2694.JPEG,n07753592,40,7,63,63,188,1,data/tiny-imagenet-200/val/images/val_2694.JPEG
2695,val_2695.JPEG,n02999410,0,19,63,39,88,1,data/tiny-imagenet-200/val/images/val_2695.JPEG
2696,val_2696.JPEG,n04597913,34,16,54,40,175,1,data/tiny-imagenet-200/val/images/val_2696.JPEG
2697,val_2697.JPEG,n02892201,0,1,63,63,78,1,data/tiny-imagenet-200/val/images/val_2697.JPEG
2698,val_2698.JPEG,n04149813,0,13,56,49,146,1,data/tiny-imagenet-200/val/images/val_2698.JPEG
2699,val_2699.JPEG,n04070727,9,1,63,63,140,1,data/tiny-imagenet-200/val/images/val_2699.JPEG
2700,val_2700.JPEG,n07747607,39,8,51,20,186,1,data/tiny-imagenet-200/val/images/val_2700.JPEG
2701,val_2701.JPEG,n04099969,5,1,58,57,142,1,data/tiny-imagenet-200/val/images/val_2701.JPEG
2702,val_2702.JPEG,n04251144,34,27,44,39,148,1,data/tiny-imagenet-200/val/images/val_2702.JPEG
2703,val_2703.JPEG,n03201208,13,18,55,50,98,1,data/tiny-imagenet-200/val/images/val_2703.JPEG
2704,val_2704.JPEG,n02364673,10,19,44,51,47,1,data/tiny-imagenet-200/val/images/val_2704.JPEG
2705,val_2705.JPEG,n03089624,0,1,63,63,93,1,data/tiny-imagenet-200/val/images/val_2705.JPEG
2706,val_2706.JPEG,n02423022,3,1,37,63,52,1,data/tiny-imagenet-200/val/images/val_2706.JPEG
2707,val_2707.JPEG,n07747607,20,10,62,50,186,1,data/tiny-imagenet-200/val/images/val_2707.JPEG
2708,val_2708.JPEG,n03977966,0,17,44,63,133,1,data/tiny-imagenet-200/val/images/val_2708.JPEG
2709,val_2709.JPEG,n03977966,0,19,22,53,133,1,data/tiny-imagenet-200/val/images/val_2709.JPEG
2710,val_2710.JPEG,n09332890,0,4,51,63,197,1,data/tiny-imagenet-200/val/images/val_2710.JPEG
2711,val_2711.JPEG,n09428293,0,18,63,63,198,1,data/tiny-imagenet-200/val/images/val_2711.JPEG
2712,val_2712.JPEG,n02364673,0,5,54,39,47,1,data/tiny-imagenet-200/val/images/val_2712.JPEG
2713,val_2713.JPEG,n07768694,7,23,46,59,189,1,data/tiny-imagenet-200/val/images/val_2713.JPEG
2714,val_2714.JPEG,n02814533,0,23,63,46,70,1,data/tiny-imagenet-200/val/images/val_2714.JPEG
2715,val_2715.JPEG,n03042490,0,0,62,43,91,1,data/tiny-imagenet-200/val/images/val_2715.JPEG
2716,val_2716.JPEG,n01917289,0,17,50,56,14,1,data/tiny-imagenet-200/val/images/val_2716.JPEG
2717,val_2717.JPEG,n03930313,0,45,63,63,129,1,data/tiny-imagenet-200/val/images/val_2717.JPEG
2718,val_2718.JPEG,n03937543,27,34,47,45,130,1,data/tiny-imagenet-200/val/images/val_2718.JPEG
2719,val_2719.JPEG,n01774750,0,1,63,63,9,1,data/tiny-imagenet-200/val/images/val_2719.JPEG
2720,val_2720.JPEG,n03706229,9,4,55,55,117,1,data/tiny-imagenet-200/val/images/val_2720.JPEG
2721,val_2721.JPEG,n04265275,6,0,59,60,151,1,data/tiny-imagenet-200/val/images/val_2721.JPEG
2722,val_2722.JPEG,n03089624,1,0,63,63,93,1,data/tiny-imagenet-200/val/images/val_2722.JPEG
2723,val_2723.JPEG,n04285008,0,21,63,55,153,1,data/tiny-imagenet-200/val/images/val_2723.JPEG
2724,val_2724.JPEG,n04265275,13,3,51,60,151,1,data/tiny-imagenet-200/val/images/val_2724.JPEG
2725,val_2725.JPEG,n02321529,0,7,63,59,46,1,data/tiny-imagenet-200/val/images/val_2725.JPEG
2726,val_2726.JPEG,n03400231,11,0,54,63,104,1,data/tiny-imagenet-200/val/images/val_2726.JPEG
2727,val_2727.JPEG,n04265275,13,2,46,62,151,1,data/tiny-imagenet-200/val/images/val_2727.JPEG
2728,val_2728.JPEG,n03977966,23,23,55,62,133,1,data/tiny-imagenet-200/val/images/val_2728.JPEG
2729,val_2729.JPEG,n02909870,52,9,63,46,80,1,data/tiny-imagenet-200/val/images/val_2729.JPEG
2730,val_2730.JPEG,n03388043,12,23,22,63,102,1,data/tiny-imagenet-200/val/images/val_2730.JPEG
2731,val_2731.JPEG,n02002724,3,12,57,49,20,1,data/tiny-imagenet-200/val/images/val_2731.JPEG
2732,val_2732.JPEG,n01944390,1,8,58,45,15,1,data/tiny-imagenet-200/val/images/val_2732.JPEG
2733,val_2733.JPEG,n04465501,0,10,63,63,164,1,data/tiny-imagenet-200/val/images/val_2733.JPEG
2734,val_2734.JPEG,n01774384,13,25,53,45,8,1,data/tiny-imagenet-200/val/images/val_2734.JPEG
2735,val_2735.JPEG,n04275548,0,0,63,63,152,1,data/tiny-imagenet-200/val/images/val_2735.JPEG
2736,val_2736.JPEG,n03770439,12,19,42,42,120,1,data/tiny-imagenet-200/val/images/val_2736.JPEG
2737,val_2737.JPEG,n03814639,18,5,58,63,123,1,data/tiny-imagenet-200/val/images/val_2737.JPEG
2738,val_2738.JPEG,n07583066,14,21,53,42,178,1,data/tiny-imagenet-200/val/images/val_2738.JPEG
2739,val_2739.JPEG,n02504458,20,16,58,58,57,1,data/tiny-imagenet-200/val/images/val_2739.JPEG
2740,val_2740.JPEG,n03100240,0,9,63,53,94,1,data/tiny-imagenet-200/val/images/val_2740.JPEG
2741,val_2741.JPEG,n02268443,9,8,63,54,43,1,data/tiny-imagenet-200/val/images/val_2741.JPEG
2742,val_2742.JPEG,n02815834,2,29,30,63,72,1,data/tiny-imagenet-200/val/images/val_2742.JPEG
2743,val_2743.JPEG,n02056570,11,14,25,39,21,1,data/tiny-imagenet-200/val/images/val_2743.JPEG
2744,val_2744.JPEG,n01984695,10,6,49,59,19,1,data/tiny-imagenet-200/val/images/val_2744.JPEG
2745,val_2745.JPEG,n02906734,1,4,62,59,79,1,data/tiny-imagenet-200/val/images/val_2745.JPEG
2746,val_2746.JPEG,n04465501,0,4,63,62,164,1,data/tiny-imagenet-200/val/images/val_2746.JPEG
2747,val_2747.JPEG,n02190166,0,7,39,48,37,1,data/tiny-imagenet-200/val/images/val_2747.JPEG
2748,val_2748.JPEG,n02403003,4,0,61,60,49,1,data/tiny-imagenet-200/val/images/val_2748.JPEG
2749,val_2749.JPEG,n02123394,4,4,44,63,31,1,data/tiny-imagenet-200/val/images/val_2749.JPEG
2750,val_2750.JPEG,n03976657,26,9,35,47,132,1,data/tiny-imagenet-200/val/images/val_2750.JPEG
2751,val_2751.JPEG,n02094433,15,0,55,57,25,1,data/tiny-imagenet-200/val/images/val_2751.JPEG
2752,val_2752.JPEG,n03662601,15,11,45,47,115,1,data/tiny-imagenet-200/val/images/val_2752.JPEG
2753,val_2753.JPEG,n02504458,7,11,53,61,57,1,data/tiny-imagenet-200/val/images/val_2753.JPEG
2754,val_2754.JPEG,n02823428,11,0,59,63,73,1,data/tiny-imagenet-200/val/images/val_2754.JPEG
2755,val_2755.JPEG,n07579787,0,0,63,62,177,1,data/tiny-imagenet-200/val/images/val_2755.JPEG
2756,val_2756.JPEG,n03838899,33,18,42,60,125,1,data/tiny-imagenet-200/val/images/val_2756.JPEG
2757,val_2757.JPEG,n07583066,0,13,63,62,178,1,data/tiny-imagenet-200/val/images/val_2757.JPEG
2758,val_2758.JPEG,n04417672,0,0,63,63,162,1,data/tiny-imagenet-200/val/images/val_2758.JPEG
2759,val_2759.JPEG,n07720875,5,3,63,63,184,1,data/tiny-imagenet-200/val/images/val_2759.JPEG
2760,val_2760.JPEG,n03976657,26,0,34,63,132,1,data/tiny-imagenet-200/val/images/val_2760.JPEG
2761,val_2761.JPEG,n03670208,7,28,63,46,116,1,data/tiny-imagenet-200/val/images/val_2761.JPEG
2762,val_2762.JPEG,n03733131,1,0,11,42,118,1,data/tiny-imagenet-200/val/images/val_2762.JPEG
2763,val_2763.JPEG,n04376876,43,23,63,40,159,1,data/tiny-imagenet-200/val/images/val_2763.JPEG
2764,val_2764.JPEG,n01742172,13,3,63,63,5,1,data/tiny-imagenet-200/val/images/val_2764.JPEG
2765,val_2765.JPEG,n07920052,12,16,58,62,193,1,data/tiny-imagenet-200/val/images/val_2765.JPEG
2766,val_2766.JPEG,n03814639,26,24,43,37,123,1,data/tiny-imagenet-200/val/images/val_2766.JPEG
2767,val_2767.JPEG,n02074367,10,10,63,59,23,1,data/tiny-imagenet-200/val/images/val_2767.JPEG
2768,val_2768.JPEG,n07875152,0,3,63,37,192,1,data/tiny-imagenet-200/val/images/val_2768.JPEG
2769,val_2769.JPEG,n04179913,9,19,63,52,147,1,data/tiny-imagenet-200/val/images/val_2769.JPEG
2770,val_2770.JPEG,n02123045,10,15,63,63,30,1,data/tiny-imagenet-200/val/images/val_2770.JPEG
2771,val_2771.JPEG,n03770439,22,28,41,39,120,1,data/tiny-imagenet-200/val/images/val_2771.JPEG
2772,val_2772.JPEG,n02094433,10,0,63,59,25,1,data/tiny-imagenet-200/val/images/val_2772.JPEG
2773,val_2773.JPEG,n02058221,13,9,63,47,22,1,data/tiny-imagenet-200/val/images/val_2773.JPEG
2774,val_2774.JPEG,n01945685,6,28,63,45,16,1,data/tiny-imagenet-200/val/images/val_2774.JPEG
2775,val_2775.JPEG,n07579787,1,1,63,63,177,1,data/tiny-imagenet-200/val/images/val_2775.JPEG
2776,val_2776.JPEG,n02206856,23,9,63,56,38,1,data/tiny-imagenet-200/val/images/val_2776.JPEG
2777,val_2777.JPEG,n03733131,0,0,63,63,118,1,data/tiny-imagenet-200/val/images/val_2777.JPEG
2778,val_2778.JPEG,n04067472,0,16,17,63,139,1,data/tiny-imagenet-200/val/images/val_2778.JPEG
2779,val_2779.JPEG,n03838899,5,44,55,54,125,1,data/tiny-imagenet-200/val/images/val_2779.JPEG
2780,val_2780.JPEG,n02113799,0,23,44,60,29,1,data/tiny-imagenet-200/val/images/val_2780.JPEG
2781,val_2781.JPEG,n03662601,0,15,63,53,115,1,data/tiny-imagenet-200/val/images/val_2781.JPEG
2782,val_2782.JPEG,n02190166,23,27,43,47,37,1,data/tiny-imagenet-200/val/images/val_2782.JPEG
2783,val_2783.JPEG,n04146614,0,20,63,60,145,1,data/tiny-imagenet-200/val/images/val_2783.JPEG
2784,val_2784.JPEG,n03970156,22,24,34,63,131,1,data/tiny-imagenet-200/val/images/val_2784.JPEG
2785,val_2785.JPEG,n04532106,19,14,51,63,169,1,data/tiny-imagenet-200/val/images/val_2785.JPEG
2786,val_2786.JPEG,n04376876,5,30,9,45,159,1,data/tiny-imagenet-200/val/images/val_2786.JPEG
2787,val_2787.JPEG,n02769748,4,21,17,36,63,1,data/tiny-imagenet-200/val/images/val_2787.JPEG
2788,val_2788.JPEG,n02843684,2,3,63,63,76,1,data/tiny-imagenet-200/val/images/val_2788.JPEG
2789,val_2789.JPEG,n01983481,32,0,57,27,18,1,data/tiny-imagenet-200/val/images/val_2789.JPEG
2790,val_2790.JPEG,n02437312,3,9,56,63,53,1,data/tiny-imagenet-200/val/images/val_2790.JPEG
2791,val_2791.JPEG,n02124075,0,3,39,50,32,1,data/tiny-imagenet-200/val/images/val_2791.JPEG
2792,val_2792.JPEG,n01855672,46,44,63,63,11,1,data/tiny-imagenet-200/val/images/val_2792.JPEG
2793,val_2793.JPEG,n07579787,0,2,63,62,177,1,data/tiny-imagenet-200/val/images/val_2793.JPEG
2794,val_2794.JPEG,n03388043,0,9,24,62,102,1,data/tiny-imagenet-200/val/images/val_2794.JPEG
2795,val_2795.JPEG,n03014705,0,3,49,59,89,1,data/tiny-imagenet-200/val/images/val_2795.JPEG
2796,val_2796.JPEG,n02099601,33,4,56,63,26,1,data/tiny-imagenet-200/val/images/val_2796.JPEG
2797,val_2797.JPEG,n04465501,12,13,60,61,164,1,data/tiny-imagenet-200/val/images/val_2797.JPEG
2798,val_2798.JPEG,n03089624,0,0,63,63,93,1,data/tiny-imagenet-200/val/images/val_2798.JPEG
2799,val_2799.JPEG,n03160309,0,41,63,63,96,1,data/tiny-imagenet-200/val/images/val_2799.JPEG
2800,val_2800.JPEG,n02124075,12,6,63,63,32,1,data/tiny-imagenet-200/val/images/val_2800.JPEG
2801,val_2801.JPEG,n03977966,0,20,63,48,133,1,data/tiny-imagenet-200/val/images/val_2801.JPEG
2802,val_2802.JPEG,n03599486,17,10,63,60,111,1,data/tiny-imagenet-200/val/images/val_2802.JPEG
2803,val_2803.JPEG,n02190166,20,15,43,35,37,1,data/tiny-imagenet-200/val/images/val_2803.JPEG
2804,val_2804.JPEG,n02190166,21,5,63,54,37,1,data/tiny-imagenet-200/val/images/val_2804.JPEG
2805,val_2805.JPEG,n04507155,0,0,63,63,168,1,data/tiny-imagenet-200/val/images/val_2805.JPEG
2806,val_2806.JPEG,n02793495,0,13,63,56,66,1,data/tiny-imagenet-200/val/images/val_2806.JPEG
2807,val_2807.JPEG,n02094433,9,7,63,63,25,1,data/tiny-imagenet-200/val/images/val_2807.JPEG
2808,val_2808.JPEG,n03544143,4,7,46,56,109,1,data/tiny-imagenet-200/val/images/val_2808.JPEG
2809,val_2809.JPEG,n03649909,0,15,63,63,114,1,data/tiny-imagenet-200/val/images/val_2809.JPEG
2810,val_2810.JPEG,n04259630,11,9,44,25,150,1,data/tiny-imagenet-200/val/images/val_2810.JPEG
2811,val_2811.JPEG,n02058221,16,41,35,61,22,1,data/tiny-imagenet-200/val/images/val_2811.JPEG
2812,val_2812.JPEG,n03649909,0,24,34,61,114,1,data/tiny-imagenet-200/val/images/val_2812.JPEG
2813,val_2813.JPEG,n02415577,7,12,29,43,51,1,data/tiny-imagenet-200/val/images/val_2813.JPEG
2814,val_2814.JPEG,n01917289,0,0,63,60,14,1,data/tiny-imagenet-200/val/images/val_2814.JPEG
2815,val_2815.JPEG,n02977058,1,0,61,63,86,1,data/tiny-imagenet-200/val/images/val_2815.JPEG
2816,val_2816.JPEG,n04456115,0,0,18,52,163,1,data/tiny-imagenet-200/val/images/val_2816.JPEG
2817,val_2817.JPEG,n02099601,27,0,63,41,26,1,data/tiny-imagenet-200/val/images/val_2817.JPEG
2818,val_2818.JPEG,n02788148,0,0,63,56,64,1,data/tiny-imagenet-200/val/images/val_2818.JPEG
2819,val_2819.JPEG,n07873807,0,5,63,63,191,1,data/tiny-imagenet-200/val/images/val_2819.JPEG
2820,val_2820.JPEG,n03617480,0,35,28,63,112,1,data/tiny-imagenet-200/val/images/val_2820.JPEG
2821,val_2821.JPEG,n03977966,0,8,63,58,133,1,data/tiny-imagenet-200/val/images/val_2821.JPEG
2822,val_2822.JPEG,n07873807,3,0,63,63,191,1,data/tiny-imagenet-200/val/images/val_2822.JPEG
2823,val_2823.JPEG,n03992509,1,16,63,50,136,1,data/tiny-imagenet-200/val/images/val_2823.JPEG
2824,val_2824.JPEG,n03937543,24,11,48,44,130,1,data/tiny-imagenet-200/val/images/val_2824.JPEG
2825,val_2825.JPEG,n01770393,0,17,63,52,7,1,data/tiny-imagenet-200/val/images/val_2825.JPEG
2826,val_2826.JPEG,n04596742,11,51,40,62,174,1,data/tiny-imagenet-200/val/images/val_2826.JPEG
2827,val_2827.JPEG,n03355925,43,0,47,50,101,1,data/tiny-imagenet-200/val/images/val_2827.JPEG
2828,val_2828.JPEG,n02085620,0,8,63,63,24,1,data/tiny-imagenet-200/val/images/val_2828.JPEG
2829,val_2829.JPEG,n02002724,22,12,63,63,20,1,data/tiny-imagenet-200/val/images/val_2829.JPEG
2830,val_2830.JPEG,n04486054,5,5,54,57,165,1,data/tiny-imagenet-200/val/images/val_2830.JPEG
2831,val_2831.JPEG,n02233338,17,21,44,43,41,1,data/tiny-imagenet-200/val/images/val_2831.JPEG
2832,val_2832.JPEG,n01768244,0,0,60,63,6,1,data/tiny-imagenet-200/val/images/val_2832.JPEG
2833,val_2833.JPEG,n04149813,12,20,50,56,146,1,data/tiny-imagenet-200/val/images/val_2833.JPEG
2834,val_2834.JPEG,n02892201,17,21,54,48,78,1,data/tiny-imagenet-200/val/images/val_2834.JPEG
2835,val_2835.JPEG,n02437312,0,7,63,63,53,1,data/tiny-imagenet-200/val/images/val_2835.JPEG
2836,val_2836.JPEG,n07720875,21,33,42,54,184,1,data/tiny-imagenet-200/val/images/val_2836.JPEG
2837,val_2837.JPEG,n02125311,0,23,57,44,33,1,data/tiny-imagenet-200/val/images/val_2837.JPEG
2838,val_2838.JPEG,n07583066,0,14,22,49,178,1,data/tiny-imagenet-200/val/images/val_2838.JPEG
2839,val_2839.JPEG,n02504458,0,38,16,56,57,1,data/tiny-imagenet-200/val/images/val_2839.JPEG
2840,val_2840.JPEG,n02486410,1,0,63,63,56,1,data/tiny-imagenet-200/val/images/val_2840.JPEG
2841,val_2841.JPEG,n04356056,0,33,42,50,156,1,data/tiny-imagenet-200/val/images/val_2841.JPEG
2842,val_2842.JPEG,n02666196,0,18,40,47,59,1,data/tiny-imagenet-200/val/images/val_2842.JPEG
2843,val_2843.JPEG,n03444034,1,2,63,63,107,1,data/tiny-imagenet-200/val/images/val_2843.JPEG
2844,val_2844.JPEG,n01944390,0,23,53,55,15,1,data/tiny-imagenet-200/val/images/val_2844.JPEG
2845,val_2845.JPEG,n07720875,9,7,56,54,184,1,data/tiny-imagenet-200/val/images/val_2845.JPEG
2846,val_2846.JPEG,n02699494,11,30,43,63,61,1,data/tiny-imagenet-200/val/images/val_2846.JPEG
2847,val_2847.JPEG,n02509815,0,6,63,55,58,1,data/tiny-imagenet-200/val/images/val_2847.JPEG
2848,val_2848.JPEG,n01742172,11,0,63,63,5,1,data/tiny-imagenet-200/val/images/val_2848.JPEG
2849,val_2849.JPEG,n07753592,4,33,63,53,188,1,data/tiny-imagenet-200/val/images/val_2849.JPEG
2850,val_2850.JPEG,n03838899,6,0,59,63,125,1,data/tiny-imagenet-200/val/images/val_2850.JPEG
2851,val_2851.JPEG,n07875152,0,8,63,60,192,1,data/tiny-imagenet-200/val/images/val_2851.JPEG
2852,val_2852.JPEG,n03670208,0,22,63,61,116,1,data/tiny-imagenet-200/val/images/val_2852.JPEG
2853,val_2853.JPEG,n02231487,0,2,59,57,40,1,data/tiny-imagenet-200/val/images/val_2853.JPEG
2854,val_2854.JPEG,n01983481,36,21,49,35,18,1,data/tiny-imagenet-200/val/images/val_2854.JPEG
2855,val_2855.JPEG,n03404251,2,15,56,63,105,1,data/tiny-imagenet-200/val/images/val_2855.JPEG
2856,val_2856.JPEG,n03977966,0,8,63,50,133,1,data/tiny-imagenet-200/val/images/val_2856.JPEG
2857,val_2857.JPEG,n03393912,34,25,58,51,103,1,data/tiny-imagenet-200/val/images/val_2857.JPEG
2858,val_2858.JPEG,n04146614,0,22,63,45,145,1,data/tiny-imagenet-200/val/images/val_2858.JPEG
2859,val_2859.JPEG,n07768694,28,4,59,39,189,1,data/tiny-imagenet-200/val/images/val_2859.JPEG
2860,val_2860.JPEG,n01882714,24,7,39,36,12,1,data/tiny-imagenet-200/val/images/val_2860.JPEG
2861,val_2861.JPEG,n03976657,15,0,28,63,132,1,data/tiny-imagenet-200/val/images/val_2861.JPEG
2862,val_2862.JPEG,n07873807,0,1,63,63,191,1,data/tiny-imagenet-200/val/images/val_2862.JPEG
2863,val_2863.JPEG,n02233338,37,0,63,63,41,1,data/tiny-imagenet-200/val/images/val_2863.JPEG
2864,val_2864.JPEG,n02125311,5,6,63,63,33,1,data/tiny-imagenet-200/val/images/val_2864.JPEG
2865,val_2865.JPEG,n04074963,37,11,63,23,141,1,data/tiny-imagenet-200/val/images/val_2865.JPEG
2866,val_2866.JPEG,n02988304,3,5,63,60,87,1,data/tiny-imagenet-200/val/images/val_2866.JPEG
2867,val_2867.JPEG,n07920052,15,5,63,48,193,1,data/tiny-imagenet-200/val/images/val_2867.JPEG
2868,val_2868.JPEG,n02165456,25,16,44,33,36,1,data/tiny-imagenet-200/val/images/val_2868.JPEG
2869,val_2869.JPEG,n03042490,0,0,62,40,91,1,data/tiny-imagenet-200/val/images/val_2869.JPEG
2870,val_2870.JPEG,n02423022,17,19,62,63,52,1,data/tiny-imagenet-200/val/images/val_2870.JPEG
2871,val_2871.JPEG,n02788148,0,0,59,63,64,1,data/tiny-imagenet-200/val/images/val_2871.JPEG
2872,val_2872.JPEG,n03804744,2,0,62,63,122,1,data/tiny-imagenet-200/val/images/val_2872.JPEG
2873,val_2873.JPEG,n04099969,8,6,46,57,142,1,data/tiny-imagenet-200/val/images/val_2873.JPEG
2874,val_2874.JPEG,n02094433,2,0,60,53,25,1,data/tiny-imagenet-200/val/images/val_2874.JPEG
2875,val_2875.JPEG,n02814533,0,13,63,46,70,1,data/tiny-imagenet-200/val/images/val_2875.JPEG
2876,val_2876.JPEG,n03160309,0,1,63,63,96,1,data/tiny-imagenet-200/val/images/val_2876.JPEG
2877,val_2877.JPEG,n02892201,3,0,58,63,78,1,data/tiny-imagenet-200/val/images/val_2877.JPEG
2878,val_2878.JPEG,n02977058,6,0,53,63,86,1,data/tiny-imagenet-200/val/images/val_2878.JPEG
2879,val_2879.JPEG,n03763968,18,14,53,63,119,1,data/tiny-imagenet-200/val/images/val_2879.JPEG
2880,val_2880.JPEG,n01917289,15,27,45,63,14,1,data/tiny-imagenet-200/val/images/val_2880.JPEG
2881,val_2881.JPEG,n03424325,0,5,26,43,106,1,data/tiny-imagenet-200/val/images/val_2881.JPEG
2882,val_2882.JPEG,n04149813,0,22,44,35,146,1,data/tiny-imagenet-200/val/images/val_2882.JPEG
2883,val_2883.JPEG,n02165456,15,24,38,45,36,1,data/tiny-imagenet-200/val/images/val_2883.JPEG
2884,val_2884.JPEG,n02321529,4,11,47,50,46,1,data/tiny-imagenet-200/val/images/val_2884.JPEG
2885,val_2885.JPEG,n04456115,24,23,33,63,163,1,data/tiny-imagenet-200/val/images/val_2885.JPEG
2886,val_2886.JPEG,n12267677,22,16,35,29,199,1,data/tiny-imagenet-200/val/images/val_2886.JPEG
2887,val_2887.JPEG,n03670208,0,5,63,60,116,1,data/tiny-imagenet-200/val/images/val_2887.JPEG
2888,val_2888.JPEG,n04099969,1,3,42,62,142,1,data/tiny-imagenet-200/val/images/val_2888.JPEG
2889,val_2889.JPEG,n02231487,0,0,54,63,40,1,data/tiny-imagenet-200/val/images/val_2889.JPEG
2890,val_2890.JPEG,n02094433,17,33,60,63,25,1,data/tiny-imagenet-200/val/images/val_2890.JPEG
2891,val_2891.JPEG,n02226429,17,31,47,49,39,1,data/tiny-imagenet-200/val/images/val_2891.JPEG
2892,val_2892.JPEG,n03085013,5,39,60,56,92,1,data/tiny-imagenet-200/val/images/val_2892.JPEG
2893,val_2893.JPEG,n01629819,0,20,63,45,1,1,data/tiny-imagenet-200/val/images/val_2893.JPEG
2894,val_2894.JPEG,n02837789,31,22,54,62,74,1,data/tiny-imagenet-200/val/images/val_2894.JPEG
2895,val_2895.JPEG,n07695742,30,46,47,57,181,1,data/tiny-imagenet-200/val/images/val_2895.JPEG
2896,val_2896.JPEG,n03599486,0,25,25,55,111,1,data/tiny-imagenet-200/val/images/val_2896.JPEG
2897,val_2897.JPEG,n03400231,0,13,63,57,104,1,data/tiny-imagenet-200/val/images/val_2897.JPEG
2898,val_2898.JPEG,n04465501,0,6,59,59,164,1,data/tiny-imagenet-200/val/images/val_2898.JPEG
2899,val_2899.JPEG,n04366367,1,0,63,63,157,1,data/tiny-imagenet-200/val/images/val_2899.JPEG
2900,val_2900.JPEG,n02165456,8,37,42,61,36,1,data/tiny-imagenet-200/val/images/val_2900.JPEG
2901,val_2901.JPEG,n01983481,12,57,50,63,18,1,data/tiny-imagenet-200/val/images/val_2901.JPEG
2902,val_2902.JPEG,n03014705,0,13,63,59,89,1,data/tiny-imagenet-200/val/images/val_2902.JPEG
2903,val_2903.JPEG,n04133789,9,33,52,58,144,1,data/tiny-imagenet-200/val/images/val_2903.JPEG
2904,val_2904.JPEG,n07747607,0,0,63,63,186,1,data/tiny-imagenet-200/val/images/val_2904.JPEG
2905,val_2905.JPEG,n04259630,0,17,44,52,150,1,data/tiny-imagenet-200/val/images/val_2905.JPEG
2906,val_2906.JPEG,n02233338,0,0,55,49,41,1,data/tiny-imagenet-200/val/images/val_2906.JPEG
2907,val_2907.JPEG,n04596742,6,4,63,63,174,1,data/tiny-imagenet-200/val/images/val_2907.JPEG
2908,val_2908.JPEG,n03085013,0,11,63,54,92,1,data/tiny-imagenet-200/val/images/val_2908.JPEG
2909,val_2909.JPEG,n02814860,38,16,51,49,71,1,data/tiny-imagenet-200/val/images/val_2909.JPEG
